	filename	height	width	r_avg	g_avg	b_avg
57	image_00057	500	667	106.01089477539062	125.15524291992188	92.62710571289062
58	image_00058	500	754	67.1141357421875	71.25017547607422	57.467777252197266
59	image_00059	500	666	154.1049346923828	137.70443725585938	108.82706451416016
60	image_00060	500	740	86.02313995361328	106.7271957397461	62.760616302490234
61	image_00061	500	667	94.91170501708984	118.5617904663086	72.84384155273438
62	image_00062	500	674	109.16429901123047	93.0870132446289	84.70819854736328
63	image_00063	510	501	131.28762817382812	139.6848602294922	109.38204193115234
64	image_00064	500	667	67.02245330810547	77.82246398925781	64.07852935791016
65	image_00065	579	500	99.21763610839844	110.56513977050781	89.48237609863281
66	image_00066	500	667	56.93583297729492	68.2581558227539	53.302825927734375
67	image_00067	500	557	147.24644470214844	144.7803497314453	132.99574279785156
68	image_00068	500	667	79.85346984863281	89.1856689453125	64.10833740234375
69	image_00069	500	754	87.9280776977539	114.39744567871094	77.01777648925781
70	image_00070	500	667	146.46803283691406	144.16305541992188	142.6187286376953
71	image_00071	500	750	82.37694549560547	92.2335433959961	61.17580795288086
72	image_00072	500	667	120.11952209472656	133.12039184570312	104.0311050415039
73	image_00073	500	537	69.20077514648438	71.92594146728516	52.18571472167969
74	image_00074	500	667	96.06999969482422	90.92322540283203	89.3370361328125
75	image_00075	500	667	57.534610748291016	100.90966033935547	84.10100555419922
76	image_00076	500	667	93.09876251220703	103.04117584228516	73.30752563476562
77	image_00077	500	737	86.90742492675781	86.59222412109375	67.17115783691406
78	image_00078	500	667	99.3133544921875	111.4420166015625	82.64381408691406
79	image_00079	500	667	115.43743896484375	125.4775161743164	72.14252471923828
80	image_00080	500	667	105.06404876708984	138.80215454101562	62.543148040771484
81	image_00081	500	667	67.82669830322266	93.19818878173828	45.56464385986328
82	image_00082	667	500	85.6918716430664	115.73541259765625	101.8982925415039
83	image_00083	500	667	125.18395233154297	113.88140869140625	99.36351776123047
84	image_00084	500	709	103.21485900878906	115.84270477294922	65.09812927246094
85	image_00085	500	667	71.85057830810547	69.23918914794922	60.749141693115234
86	image_00086	500	667	121.47704315185547	127.23621368408203	104.3038101196289
87	image_00087	500	668	121.384765625	109.5583724975586	99.1428451538086
88	image_00088	500	667	103.71327209472656	104.8689193725586	123.1796875
89	image_00089	500	747	68.72931671142578	90.07030487060547	72.14945983886719
90	image_00090	500	612	117.73291778564453	127.37618255615234	104.69392395019531
91	image_00091	666	500	78.77118682861328	77.41118621826172	51.83214569091797
92	image_00092	536	500	88.5523681640625	108.13996887207031	68.4349136352539
93	image_00093	500	667	128.45465087890625	126.665283203125	122.93025970458984
94	image_00094	500	666	75.84750366210938	101.58941650390625	44.216697692871094
95	image_00095	530	500	141.44874572753906	144.4774627685547	128.63719177246094
96	image_00096	635	500	123.5685806274414	122.98030853271484	96.39026641845703
97	image_00097	500	667	67.76433563232422	82.714111328125	65.95440673828125
98	image_00098	500	750	111.31926727294922	72.3696517944336	51.693206787109375
99	image_00099	500	670	106.36012268066406	80.47940063476562	63.4633674621582
100	image_00100	500	751	61.20988464355469	50.651302337646484	46.04111862182617
101	image_00101	500	588	109.33976745605469	138.26116943359375	83.4715347290039
102	image_00102	525	500	118.72306060791016	122.03291320800781	105.22703552246094
103	image_00103	500	703	83.39005279541016	98.07869720458984	99.28254699707031
104	image_00104	500	545	126.27051544189453	102.66791534423828	68.72416687011719
105	image_00105	500	592	82.52362060546875	93.39595031738281	79.0029296875
106	image_00106	500	742	61.85699462890625	78.31752014160156	57.56922912597656
107	image_00107	500	570	41.54050827026367	50.82912063598633	33.44855499267578
108	image_00108	500	667	80.34699249267578	88.6324462890625	73.093994140625
109	image_00109	500	667	108.9936294555664	120.17900085449219	95.85541534423828
110	image_00110	500	667	91.00025177001953	116.24078369140625	74.93075561523438
111	image_00111	500	667	80.70686340332031	91.7118911743164	68.50946044921875
112	image_00112	500	747	122.43705749511719	143.0448455810547	88.60838317871094
113	image_00113	500	667	99.0519027709961	115.94257354736328	99.01513671875
114	image_00114	500	592	119.47748565673828	118.47543334960938	108.27664947509766
115	image_00115	599	500	80.12771606445312	88.38737487792969	67.10289001464844
116	image_00116	500	667	106.6875	144.6630096435547	93.38362884521484
117	image_00117	500	696	87.40362548828125	101.80940246582031	90.5242691040039
118	image_00118	500	783	80.42929077148438	86.88373565673828	66.70296478271484
119	image_00119	500	667	77.33566284179688	83.76411437988281	66.7177734375
120	image_00120	500	667	91.21651458740234	108.60404205322266	93.29305267333984
121	image_00121	500	659	105.32259368896484	56.327674865722656	56.87641906738281
122	image_00122	500	667	109.72351837158203	150.05978393554688	87.85701751708984
123	image_00123	500	752	133.35203552246094	154.5906524658203	102.34314727783203
124	image_00124	500	751	93.38990783691406	109.55962371826172	71.31719207763672
125	image_00125	500	750	111.74085998535156	125.59353637695312	81.10083770751953
126	image_00126	539	500	90.31417083740234	94.7524185180664	77.42042541503906
127	image_00127	500	667	68.91181945800781	94.27005767822266	58.88566207885742
128	image_00128	500	667	93.82967376708984	93.52640533447266	87.86923217773438
129	image_00129	500	889	118.51962280273438	111.90058898925781	119.61942291259766
130	image_00130	500	667	106.39100646972656	110.3133316040039	76.17678833007812
131	image_00131	500	752	114.54679870605469	124.02427673339844	77.65375518798828
132	image_00132	500	667	73.74073791503906	82.53962707519531	96.35003662109375
133	image_00133	500	667	91.19087219238281	99.4297866821289	67.54944610595703
134	image_00134	500	667	104.20697021484375	123.15849304199219	89.95951080322266
135	image_00135	640	500	126.69279479980469	123.61109924316406	147.78076171875
136	image_00136	500	667	108.35488891601562	115.67810821533203	85.63360595703125
137	image_00137	500	559	97.32923889160156	103.63031768798828	91.64224243164062
138	image_00138	500	676	124.36131286621094	125.29508972167969	89.43126678466797
139	image_00139	500	654	77.0276870727539	103.41686248779297	66.52669525146484
140	image_00140	500	667	93.03450012207031	99.85279083251953	80.68963623046875
141	image_00141	500	666	79.2128677368164	84.91094970703125	53.06242752075195
142	image_00142	500	522	95.0313949584961	107.42743682861328	73.50506591796875
143	image_00143	500	666	96.3026351928711	114.87606048583984	65.6210708618164
144	image_00144	500	710	144.8118438720703	130.72120666503906	131.8614501953125
145	image_00145	500	557	87.99573516845703	84.98682403564453	74.65453338623047
146	image_00146	500	750	67.89157104492188	85.16497039794922	73.7441177368164
147	image_00147	500	668	79.86795043945312	98.75563049316406	79.00630950927734
148	image_00148	500	701	119.33016967773438	133.76467895507812	118.31258392333984
149	image_00149	500	746	126.5884780883789	116.34867095947266	87.38034057617188
150	image_00150	500	669	127.9815444946289	122.2930679321289	102.4175796508789
151	image_00151	500	667	116.59009552001953	111.5142822265625	120.14329528808594
152	image_00152	500	582	84.2837142944336	91.74004364013672	63.91852951049805
153	image_00153	500	667	90.92366027832031	104.98108673095703	59.231666564941406
154	image_00154	500	673	102.46234893798828	132.38612365722656	74.46420288085938
155	image_00155	500	666	87.84113311767578	101.11400604248047	88.81488800048828
156	image_00156	500	701	101.649169921875	118.23258972167969	89.6531753540039
157	image_00157	500	532	53.536109924316406	44.79706954956055	53.351173400878906
158	image_00158	500	568	109.09906768798828	109.40162658691406	90.700927734375
159	image_00159	500	667	89.48729705810547	104.78461456298828	75.8290023803711
160	image_00160	500	667	85.27791595458984	105.31039428710938	75.21917724609375
161	image_00161	500	750	39.16667556762695	52.86245346069336	38.660484313964844
162	image_00162	500	757	110.991455078125	115.73458862304688	60.8276252746582
163	image_00163	533	500	103.90432739257812	105.84053802490234	71.34941864013672
164	image_00164	515	500	68.36907196044922	81.57364654541016	64.54437255859375
165	image_00165	500	667	102.83816528320312	111.44937133789062	98.40817260742188
166	image_00166	500	667	91.27324676513672	81.27262878417969	67.65927124023438
167	image_00167	500	667	132.17718505859375	121.40272521972656	112.90768432617188
168	image_00168	601	500	104.26294708251953	141.7093963623047	100.68753051757812
169	image_00169	500	668	84.36962890625	78.68791961669922	77.0531005859375
170	image_00170	518	500	126.48229217529297	110.26416778564453	96.75852966308594
171	image_00171	500	667	110.6002426147461	119.53206634521484	107.65709686279297
172	image_00172	500	666	83.35550689697266	101.8888168334961	72.0353012084961
173	image_00173	500	666	91.05584716796875	96.87535095214844	90.4436264038086
174	image_00174	500	667	71.42039489746094	81.61636352539062	68.77236938476562
175	image_00175	500	667	112.32949829101562	120.54100036621094	94.7533187866211
176	image_00176	500	591	80.02910614013672	83.44644165039062	79.36505126953125
177	image_00177	500	687	63.53864288330078	69.81595611572266	55.959442138671875
178	image_00178	500	667	87.86817932128906	98.39364624023438	84.48283386230469
179	image_00179	500	518	106.28669738769531	104.96937561035156	92.0756607055664
180	image_00180	563	500	134.85231018066406	107.80714416503906	94.49177551269531
181	image_00181	500	667	95.55131530761719	109.67412567138672	91.67207336425781
182	image_00182	500	738	57.90992736816406	64.04279327392578	49.73451232910156
183	image_00183	500	590	124.6872787475586	161.19874572753906	156.25271606445312
184	image_00184	500	667	120.03730010986328	108.80943298339844	82.07099151611328
185	image_00185	500	672	87.37578582763672	95.2139892578125	85.68547821044922
186	image_00186	500	641	72.21600341796875	89.32260131835938	53.92585372924805
187	image_00187	500	689	115.6533432006836	126.05288696289062	102.38104248046875
188	image_00188	500	667	98.65480041503906	106.80892181396484	71.18032836914062
189	image_00189	500	667	94.2950210571289	102.5535888671875	80.08062744140625
190	image_00190	500	751	116.92679595947266	113.42606353759766	127.42831420898438
191	image_00191	500	727	75.0892333984375	77.09276580810547	51.95751190185547
192	image_00192	613	500	114.66815185546875	153.68038940429688	110.11843872070312
193	image_00193	500	649	96.69609069824219	97.85579681396484	71.86077880859375
194	image_00194	500	667	100.63418579101562	104.00444030761719	55.51262283325195
195	image_00195	500	667	76.30806732177734	79.5548324584961	38.18000411987305
196	image_00196	500	669	74.07939910888672	74.22376251220703	54.537208557128906
197	image_00197	500	667	100.58418273925781	104.71614837646484	78.31391906738281
198	image_00198	501	755	72.07221984863281	110.60633850097656	70.34025573730469
199	image_00199	500	667	49.61124801635742	49.217594146728516	45.88731002807617
200	image_00200	501	667	99.85010528564453	111.68380737304688	83.67771911621094
201	image_00201	501	667	81.393798828125	104.79145812988281	51.82683563232422
202	image_00202	500	667	80.47614288330078	136.29051208496094	88.89278411865234
203	image_00203	501	667	101.91802978515625	134.1262969970703	100.27210998535156
204	image_00204	517	500	106.4664535522461	114.87761688232422	93.43003845214844
205	image_00205	667	500	105.17520904541016	97.10441589355469	86.93956756591797
206	image_00206	500	667	90.44892883300781	113.1930923461914	74.36595153808594
207	image_00207	500	667	96.21024322509766	103.41363525390625	79.96886444091797
208	image_00208	500	667	136.4384002685547	119.50342559814453	117.55529022216797
209	image_00209	501	667	93.41494750976562	94.23875427246094	109.94440460205078
210	image_00210	500	667	87.2640151977539	97.64236450195312	77.36278533935547
211	image_00211	501	738	106.27885437011719	118.62362670898438	76.8756103515625
212	image_00212	500	667	91.05852508544922	99.53182983398438	89.63746643066406
213	image_00213	500	683	91.11439514160156	94.80553436279297	108.14736938476562
214	image_00214	500	750	83.0580062866211	105.44273376464844	88.54560852050781
215	image_00215	500	667	103.4316635131836	101.80132293701172	83.41795349121094
216	image_00216	500	667	95.6502914428711	93.41987609863281	94.323974609375
217	image_00217	750	500	80.8506851196289	98.82572937011719	69.73222351074219
218	image_00218	500	667	85.68619537353516	122.06658172607422	73.04174041748047
219	image_00219	501	623	90.43106842041016	93.59196472167969	77.44322967529297
220	image_00220	500	675	93.86332702636719	100.9141845703125	83.2255859375
221	image_00221	501	667	95.17989349365234	111.6292953491211	91.91661071777344
222	image_00222	500	750	86.15624237060547	92.308349609375	64.40558624267578
223	image_00223	500	667	86.4011459350586	97.02133178710938	87.625244140625
224	image_00224	501	660	74.47098541259766	79.34842681884766	64.58537292480469
225	image_00225	500	752	80.80050659179688	80.57278442382812	60.60307312011719
226	image_00226	500	667	62.736167907714844	77.0318603515625	47.43599319458008
227	image_00227	500	667	96.78277587890625	107.470947265625	72.79722595214844
228	image_00228	548	500	99.4935531616211	107.01171875	78.03987121582031
229	image_00229	500	667	93.44447326660156	91.73690795898438	82.51156616210938
230	image_00230	666	500	86.12701416015625	77.26856231689453	36.849605560302734
231	image_00231	500	667	93.28580474853516	134.90164184570312	75.9704818725586
232	image_00232	500	670	97.49726867675781	85.11676025390625	78.93119812011719
233	image_00233	500	652	114.55963134765625	125.96966552734375	100.26533508300781
234	image_00234	500	750	108.05350494384766	109.15953063964844	95.82119750976562
235	image_00235	500	667	73.93447875976562	72.22169494628906	44.14522171020508
236	image_00236	677	500	106.46051788330078	134.03077697753906	79.24173736572266
237	image_00237	500	596	102.49555206298828	101.34182739257812	102.64854431152344
238	image_00238	500	667	128.29525756835938	124.46694946289062	80.93478393554688
239	image_00239	501	680	72.58464050292969	78.9299087524414	71.41629028320312
240	image_00240	500	667	121.52336883544922	151.77345275878906	107.05602264404297
241	image_00241	500	651	130.23609924316406	112.92155456542969	123.03677368164062
242	image_00242	500	667	82.24796295166016	107.11172485351562	61.81682205200195
243	image_00243	500	656	101.74170684814453	117.59588623046875	74.66230010986328
244	image_00244	500	710	118.47545623779297	132.0790252685547	101.94544982910156
245	image_00245	500	734	108.4895248413086	120.84784698486328	104.21768188476562
246	image_00246	501	667	90.96680450439453	101.4459457397461	81.3965072631836
247	image_00247	500	555	69.89112854003906	66.99150848388672	68.70862579345703
248	image_00248	500	750	86.67533111572266	62.07947540283203	67.1908187866211
249	image_00249	500	750	68.0645751953125	85.71073150634766	50.72169494628906
250	image_00250	501	654	58.84467315673828	46.290000915527344	46.05681228637695
251	image_00251	500	667	81.49671173095703	78.74210357666016	76.44417572021484
252	image_00252	500	708	65.86949920654297	66.7567367553711	66.46188354492188
253	image_00253	500	650	79.36612701416016	59.95764923095703	38.927730560302734
254	image_00254	500	667	152.198486328125	98.56258392333984	106.82088470458984
255	image_00255	500	670	68.84139251708984	66.9610366821289	62.6590461730957
256	image_00256	500	667	66.6445083618164	60.04566192626953	49.134010314941406
257	image_00257	500	663	121.43586730957031	112.6830062866211	72.5052719116211
258	image_00258	643	500	145.3168182373047	136.2661895751953	130.58738708496094
259	image_00259	500	752	79.43334197998047	87.08915710449219	33.751609802246094
260	image_00260	500	752	122.96558380126953	118.80908203125	72.43778991699219
261	image_00261	500	667	126.63336944580078	112.40509796142578	84.83837890625
262	image_00262	500	667	75.655029296875	87.55024719238281	47.67943572998047
263	image_00263	500	752	94.67906951904297	99.4089584350586	72.85448455810547
264	image_00264	500	667	67.41897583007812	72.60309600830078	44.062339782714844
265	image_00265	500	667	82.74302673339844	85.22527313232422	57.75177764892578
266	image_00266	500	781	86.20736694335938	109.22196197509766	53.354190826416016
267	image_00267	500	667	90.7816390991211	88.66278076171875	63.21152877807617
268	image_00268	500	752	65.68016052246094	72.37042236328125	25.05771827697754
269	image_00269	500	752	105.69437408447266	100.33821868896484	74.1961441040039
270	image_00270	500	667	77.3794174194336	81.91791534423828	66.53802490234375
271	image_00271	500	667	130.2698974609375	138.26856994628906	38.3065299987793
272	image_00272	500	717	86.78917694091797	100.7906723022461	55.66331481933594
273	image_00273	500	752	85.96223449707031	114.14556121826172	67.75398254394531
274	image_00274	500	679	138.6674041748047	135.9911651611328	85.6476058959961
275	image_00275	500	750	99.62579345703125	94.44054412841797	66.98062896728516
276	image_00276	500	667	107.79157257080078	81.45439147949219	55.646549224853516
277	image_00277	500	669	145.53184509277344	124.56736755371094	89.7701644897461
278	image_00278	500	667	95.8262939453125	93.49729919433594	97.29503631591797
279	image_00279	500	667	125.15726470947266	115.90827178955078	94.52172088623047
280	image_00280	500	672	116.12716674804688	123.61509704589844	86.7846908569336
281	image_00281	500	741	92.13318634033203	77.04752349853516	47.883201599121094
282	image_00282	500	730	86.7376708984375	62.80366897583008	62.93307113647461
283	image_00283	500	794	80.55065155029297	86.86731719970703	76.498779296875
284	image_00284	500	653	86.51696014404297	98.14519500732422	58.870784759521484
285	image_00285	501	563	98.77831268310547	97.32244873046875	92.29141235351562
286	image_00286	500	667	94.79468536376953	109.04912567138672	81.87055206298828
287	image_00287	500	667	122.94558715820312	103.39111328125	75.21487426757812
288	image_00288	500	667	67.78180694580078	64.03981018066406	54.68940353393555
289	image_00289	500	677	93.30755615234375	79.44593048095703	53.873313903808594
290	image_00290	500	668	117.46363830566406	124.64964294433594	57.38801193237305
291	image_00291	500	667	94.48231506347656	74.38042449951172	61.54402542114258
292	image_00292	500	572	90.51026916503906	73.6064453125	45.54970169067383
293	image_00293	500	667	150.6903839111328	111.80744171142578	119.58517456054688
294	image_00294	500	623	126.50210571289062	136.24989318847656	107.98709106445312
295	image_00295	500	752	125.2758560180664	91.0390396118164	80.98120880126953
296	image_00296	500	750	74.21781158447266	79.46401977539062	76.86105346679688
297	image_00297	500	667	46.521690368652344	43.263145446777344	34.5583381652832
298	image_00298	501	673	78.61265563964844	52.99013900756836	50.51472091674805
299	image_00299	500	641	137.70660400390625	147.6320037841797	127.7772445678711
300	image_00300	500	720	118.58183288574219	123.92228698730469	89.79531860351562
301	image_00301	500	602	135.47483825683594	120.11436462402344	102.47186279296875
302	image_00302	500	752	96.79806518554688	75.3773422241211	64.30038452148438
303	image_00303	500	667	105.00569915771484	103.18848419189453	68.00598907470703
304	image_00304	500	752	74.36739349365234	80.04832458496094	39.25691223144531
305	image_00305	501	677	78.04991912841797	81.61775207519531	50.37161636352539
306	image_00306	500	625	91.79594421386719	102.31885528564453	41.78262710571289
307	image_00307	500	510	105.66082000732422	112.0246810913086	78.24358367919922
308	image_00308	752	500	84.54589080810547	77.45972442626953	45.986297607421875
309	image_00309	500	667	88.89640045166016	87.3281021118164	88.25202941894531
310	image_00310	500	752	64.68695831298828	40.950279235839844	37.34721374511719
311	image_00311	500	667	79.17296600341797	85.10741424560547	42.0752067565918
312	image_00312	500	750	93.98504638671875	94.4875717163086	69.75883483886719
313	image_00313	500	564	108.83528137207031	106.12552642822266	98.32709503173828
314	image_00314	500	667	51.230621337890625	49.81763458251953	35.69036865234375
315	image_00315	500	667	101.22957611083984	96.389892578125	66.3191909790039
316	image_00316	500	621	83.76945495605469	85.1462173461914	74.69398498535156
317	image_00317	500	752	95.20336151123047	65.11034393310547	60.29304122924805
318	image_00318	500	752	100.03752899169922	93.79430389404297	72.0008544921875
319	image_00319	500	664	66.67586517333984	74.59249114990234	38.050655364990234
320	image_00320	500	752	88.70796203613281	101.7200698852539	54.781063079833984
321	image_00321	500	673	86.13220977783203	85.16014099121094	48.634281158447266
322	image_00322	500	752	61.50920104980469	56.6114501953125	30.306777954101562
323	image_00323	500	506	51.06300354003906	29.240373611450195	35.43382263183594
324	image_00324	500	752	64.6895751953125	57.73386001586914	47.815311431884766
325	image_00325	500	791	95.17479705810547	97.65890502929688	72.84451293945312
326	image_00326	500	667	119.38744354248047	114.10408782958984	80.35542297363281
327	image_00327	500	667	95.62556457519531	80.65048217773438	64.39541625976562
328	image_00328	500	667	84.91380310058594	68.26764678955078	61.32140350341797
329	image_00329	500	752	113.28140258789062	86.96188354492188	72.95304107666016
330	image_00330	564	500	132.7487030029297	118.3927001953125	76.92343139648438
331	image_00331	500	752	57.841243743896484	41.647891998291016	32.899112701416016
332	image_00332	573	501	151.8942413330078	118.48389434814453	111.58038330078125
333	image_00333	500	750	120.25879669189453	119.75941467285156	91.18289184570312
334	image_00334	500	667	52.03541946411133	50.56220626831055	39.9653205871582
335	image_00335	500	726	31.2712345123291	37.47172164916992	27.443805694580078
336	image_00336	500	752	62.50241470336914	74.01754760742188	35.09614944458008
337	image_00337	501	696	98.12360382080078	104.16165161132812	48.530948638916016
338	image_00338	500	667	86.02295684814453	97.64932250976562	104.98881530761719
339	image_00339	500	757	103.36996459960938	111.46280670166016	93.7004165649414
340	image_00340	551	501	86.38213348388672	91.26429748535156	49.023006439208984
341	image_00341	500	667	74.35255432128906	84.7485580444336	44.393280029296875
342	image_00342	500	611	58.87396240234375	45.496612548828125	33.64739227294922
343	image_00343	500	678	82.18876647949219	54.842002868652344	55.14436721801758
344	image_00344	566	501	118.69915771484375	126.79942321777344	76.6883544921875
345	image_00345	500	624	58.09537124633789	57.484588623046875	47.58417510986328
346	image_00346	501	720	77.39189910888672	60.66001892089844	42.38633728027344
347	image_00347	501	793	66.70445251464844	83.06654357910156	59.38764572143555
348	image_00348	500	667	41.6757926940918	38.54964828491211	33.82845687866211
349	image_00349	500	750	90.12364959716797	100.96832275390625	92.20191192626953
350	image_00350	500	666	142.1840057373047	141.4671173095703	138.02432250976562
351	image_00351	500	692	95.49530029296875	95.68566131591797	67.2235107421875
352	image_00352	554	500	116.29793548583984	114.15476989746094	114.25670623779297
353	image_00353	500	750	94.37785339355469	72.94523620605469	44.76818084716797
354	image_00354	500	752	75.41050720214844	48.73830795288086	45.05476379394531
355	image_00355	500	752	78.64521789550781	74.02088165283203	37.88990783691406
356	image_00356	500	702	93.32473754882812	101.63697814941406	65.31831359863281
357	image_00357	500	764	128.98667907714844	121.2960205078125	78.97467041015625
358	image_00358	500	680	134.80145263671875	121.2626953125	98.79276275634766
359	image_00359	500	823	78.1490249633789	78.66961669921875	67.56660461425781
360	image_00360	500	620	104.23328399658203	98.76683044433594	59.046348571777344
361	image_00361	500	747	116.00102996826172	86.28092956542969	93.1706314086914
362	image_00362	500	667	105.8221206665039	83.33517456054688	77.21353912353516
363	image_00363	501	677	63.270469665527344	62.624481201171875	61.785980224609375
364	image_00364	500	654	82.56085968017578	99.70152282714844	84.06175231933594
365	image_00365	500	562	135.80462646484375	153.46295166015625	77.3421630859375
366	image_00366	500	750	64.65494537353516	66.19091033935547	59.3050651550293
367	image_00367	500	667	47.636810302734375	43.659671783447266	38.68168258666992
368	image_00368	500	667	80.82878875732422	64.29607391357422	58.349483489990234
369	image_00369	500	692	68.4865493774414	45.70004653930664	49.85395431518555
370	image_00370	500	657	124.50255584716797	119.27780151367188	94.84687805175781
371	image_00371	500	653	86.7041244506836	81.55538940429688	48.897586822509766
372	image_00372	500	653	86.20564270019531	83.91138458251953	52.8552131652832
373	image_00373	500	667	99.02371215820312	94.95514678955078	76.0150146484375
374	image_00374	500	632	113.33487701416016	108.91720581054688	89.83050537109375
375	image_00375	500	825	93.71541595458984	97.92385864257812	79.13078308105469
376	image_00376	500	690	95.63943481445312	115.4395523071289	58.258384704589844
377	image_00377	500	748	121.74732208251953	113.969482421875	123.7042465209961
378	image_00378	500	709	73.93609619140625	86.02952575683594	57.407920837402344
379	image_00379	500	747	114.60285949707031	74.89485168457031	68.87190246582031
380	image_00380	500	747	95.45895385742188	106.23153686523438	52.79065704345703
381	image_00381	535	500	72.26242065429688	65.76341247558594	55.34187698364258
382	image_00382	752	500	101.59549713134766	84.76231384277344	88.56013488769531
383	image_00383	500	750	71.67787170410156	70.26557922363281	58.14210510253906
384	image_00384	500	693	97.8750228881836	96.69610595703125	64.71162414550781
385	image_00385	500	750	49.51744079589844	47.30805206298828	44.4417724609375
386	image_00386	500	716	105.70759582519531	96.13528442382812	82.30878448486328
387	image_00387	500	786	97.41189575195312	113.4006576538086	86.58250427246094
388	image_00388	500	711	92.26988983154297	106.31623077392578	91.46533203125
389	image_00389	500	747	96.25704193115234	108.59207916259766	49.39445114135742
390	image_00390	500	670	126.45767211914062	126.21463775634766	124.11260986328125
391	image_00391	500	587	99.3569564819336	105.68962097167969	103.39142608642578
392	image_00392	500	695	96.56354522705078	92.39361572265625	86.72185516357422
393	image_00393	501	672	65.36093139648438	61.55425262451172	28.499765396118164
394	image_00394	500	618	118.96849060058594	122.19379425048828	82.02625274658203
395	image_00395	500	642	110.6108627319336	109.43978118896484	72.00406646728516
396	image_00396	540	500	90.84545135498047	93.79423522949219	70.0114517211914
397	image_00397	501	667	45.84315490722656	60.850399017333984	62.11758804321289
398	image_00398	501	748	76.92919921875	89.34280395507812	50.91395950317383
399	image_00399	500	764	135.16098022460938	109.4721908569336	115.97500610351562
